時段,進站,人次
23,三重,272255
23,三重國小,289474
23,中原,31340
23,中和,67287
23,中山,2636930
23,中山國中,422216
23,中山國小,875785
23,中正紀念堂,838690
23,丹鳳,167203
23,亞東醫院,364493
23,信義安和,1049378
23,先嗇宮,112491
23,內湖,207608
23,公館,1730471
23,六張犁,367937
23,劍南路,776826
23,劍潭,2215580
23,動物園,93449
23,北投,342220
23,北門,460334
23,十四張,16189
23,南京三民,843474
23,南京復興,1782321
23,南勢角,396641
23,南港,702332
23,南港展覽館,612349
23,南港軟體園區,98492
23,古亭,1195727
23,台北101/世貿,2048232
23,台北小巨蛋,1408376
23,台北橋,426987
23,台北車站,8316966
23,台大醫院,662882
23,台電大樓,943047
23,唭哩岸,131041
23,善導寺,921805
23,國父紀念館,1314034
23,圓山,796738
23,土城,130375
23,士林,954222
23,大坪林,513020
23,大安,906072
23,大安森林公園,269100
23,大橋頭站,556909
23,大湖公園,48482
23,大直,299797
23,奇岩,149730
23,小南門,190217
23,小碧潭,76643
23,市政府,4093089
23,幸福,49489
23,府中,1049713
23,後山埤,492721
23,徐匯中學,245487
23,復興崗,65725
23,忠孝復興,3126683
23,忠孝敦化,2932266
23,忠孝新生,1510471
23,忠義,61375
23,文德,92693
23,新北投,166625
23,新北產業園區,92396
23,新埔,800723
23,新埔民生,39572
23,新店,245015
23,新店區公所,185826
23,新莊,334498
23,昆陽,352398
23,明德,170833
23,景安,416243
23,景平,43627
23,景美,499663
23,木柵,45180
23,東湖,136180
23,東門,993871
23,松山,1511534
23,松山機場,127130
23,松江南京,1495121
23,板新,37629
23,橋和,23586
23,民權西路,908396
23,永安市場,535580
23,永寧,264064
23,永春,573757
23,江子翠,579658
23,海山,351968
23,淡水,960836
23,港墘,348101
23,石牌,711382
23,秀朗橋,24510
23,科技大樓,508874
23,竹圍,186000
23,紅樹林,174477
23,芝山,731066
23,菜寮,213321
23,萬芳社區,31113
23,萬芳醫院,200424
23,萬隆,200876
23,葫洲,125716
23,蘆洲,201699
23,行天宮,1065977
23,西湖,385270
23,西門,5300874
23,象山,640170
23,輔大,499618
23,辛亥,41210
23,迴龍,176595
23,關渡,233159
23,雙連,949939
23,頂埔,116846
23,頂溪,850442
23,頭前庄,146512
23,麟光,82505
23,龍山寺,971391
